locality,bhk,area_sqft,age_years,floor,total_floors,parking_spaces,gym,swimming_pool,security,garden,elevator,furnishing,metro_distance_km,it_distance_km,price_lakhs
Kondhwa,2,950,3,5,12,0,1,1,1,1,1,Unfurnished,2,13.4,75.54
Kothrud,3,1406,11,1,12,0,1,1,1,1,1,Unfurnished,13.9,4.1,178.46
Viman Nagar,4,1505,23,3,3,0,0,0,1,0,1,Fully-Furnished,9.3,8.3,198.06
Aundh,3,1522,11,9,10,1,1,1,1,1,1,Unfurnished,4.3,15.2,243.84
Mundhwa,3,1408,1,1,13,0,1,1,1,0,1,Unfurnished,5,5.1,167.94
Kothrud,1,501,16,10,11,1,1,0,1,0,1,Unfurnished,0.9,4.8,56.76
Wakad,3,1591,14,15,19,1,1,0,1,0,1,Semi-Furnished,10.9,4.3,243.56
Viman Nagar,2,1013,4,11,15,1,0,1,1,1,1,Fully-Furnished,6,29.8,147.34
Mundhwa,3,1036,15,7,13,0,1,1,1,1,1,Semi-Furnished,7.6,2.1,99.77
Koregaon Park,1,461,5,1,9,2,0,0,1,0,1,Unfurnished,0.6,3.1,117.65
Mundhwa,2,1133,0,7,10,1,1,0,1,1,1,Semi-Furnished,9.4,2.6,125.66
Bavdhan,3,1247,19,7,9,1,1,0,0,0,1,Unfurnished,8.7,8.3,122.88
Wakad,3,1606,20,2,12,1,0,0,1,1,1,Semi-Furnished,3.6,18.4,169.83
Bavdhan,1,640,23,4,8,1,1,0,1,0,1,Semi-Furnished,2.7,1.6,57.99
Baner,2,839,1,3,12,1,1,1,1,1,1,Semi-Furnished,3.2,4.3,155.42
Hadapsar,1,596,12,14,16,2,1,0,0,1,1,Semi-Furnished,9.5,3.4,47.65
Koregaon Park,3,1735,6,2,4,1,0,1,1,1,1,Semi-Furnished,3.3,2.8,490.8
Baner,2,793,23,2,9,2,1,0,1,0,1,Semi-Furnished,10.6,1.7,86.97
Wagholi,1,574,18,4,6,1,1,1,1,0,1,Unfurnished,1.3,8.6,29.26
Kondhwa,3,1345,9,1,4,0,1,0,1,0,0,Unfurnished,0.8,9.2,105.4
Undri,3,1430,17,5,19,1,0,1,1,0,1,Unfurnished,6.3,6.7,114.98
Kothrud,2,1059,22,3,3,1,1,1,1,0,0,Semi-Furnished,2.6,2.3,124.36
Pashan,4,1920,18,7,8,1,1,1,1,1,1,Semi-Furnished,12.4,1.8,242.42
Warje,3,1262,21,9,12,1,1,1,1,1,1,Fully-Furnished,5.2,2,133.86
Baner,3,1607,9,5,7,1,1,1,1,0,1,Semi-Furnished,2.9,12.6,261.05
Chinchwad,1,588,16,10,12,1,1,0,0,0,1,Unfurnished,3.8,12,37.71
Aundh,2,1341,4,13,16,1,1,0,1,0,1,Semi-Furnished,1.1,9.2,254.28
Hinjewadi,2,870,3,14,17,2,0,0,1,0,1,Fully-Furnished,3,4.5,121.36
Aundh,2,972,7,11,13,1,1,1,1,1,1,Semi-Furnished,1.7,4.7,188.25
Wagholi,3,1382,9,2,3,2,1,0,0,1,1,Unfurnished,4.8,7.2,97.51
Wagholi,3,1299,25,4,7,1,0,1,1,0,1,Semi-Furnished,4.7,16.5,60.42
Warje,2,885,11,3,16,2,0,0,1,0,1,Fully-Furnished,1.1,5.3,93.41
Hinjewadi,3,1317,25,11,19,1,1,1,1,0,1,Unfurnished,4.1,5.1,105.22
Wagholi,1,470,18,9,12,0,1,1,1,0,1,Semi-Furnished,3,1,21.63
Koregaon Park,1,622,16,13,16,2,0,1,0,1,1,Unfurnished,8.1,2.6,120.83
Viman Nagar,1,704,21,6,9,1,1,0,1,0,1,Unfurnished,6.9,15.2,60.23
Pimpri,1,563,20,3,5,0,1,0,1,0,1,Semi-Furnished,3.8,3.6,31.19
Pashan,2,905,20,1,7,1,0,0,0,0,1,Semi-Furnished,1.1,8.8,74.55
Chinchwad,2,723,1,5,17,1,1,0,0,0,1,Unfurnished,2,10.6,63
Baner,3,1231,15,13,18,2,1,0,1,0,1,Semi-Furnished,0.9,2.5,223.23
Koregaon Park,2,1022,16,9,20,0,0,0,1,1,1,Fully-Furnished,2.8,5.5,237.24
Hadapsar,2,1174,5,6,9,2,1,0,1,0,1,Unfurnished,2.7,1.6,127.13
Kharadi,3,1421,2,1,8,1,0,0,1,1,1,Unfurnished,8.8,2.8,168.25
Pashan,2,1054,18,7,14,0,0,0,1,0,1,Unfurnished,1.4,1.2,101.53
Kalyani Nagar,3,1458,5,1,13,0,0,0,1,0,1,Unfurnished,1.2,3.3,289.3
Kalyani Nagar,1,778,6,2,11,1,1,1,1,1,1,Semi-Furnished,0.9,3.6,172.09
Kondhwa,1,894,5,1,5,1,1,1,1,1,1,Fully-Furnished,5.6,1.9,74.93
Wakad,2,1090,8,14,19,0,1,1,1,1,1,Semi-Furnished,2.9,7,166.71
Aundh,3,1189,7,8,20,1,1,0,1,0,1,Unfurnished,3.8,4.7,225.73
Aundh,2,790,14,2,3,1,1,1,1,1,1,Semi-Furnished,7.6,5.4,149.41
Kalyani Nagar,2,985,15,7,10,1,1,1,0,1,1,Unfurnished,4.7,8.9,170.32
Hinjewadi,1,697,5,4,8,1,0,0,1,1,1,Semi-Furnished,1.4,3.6,78.11
Koregaon Park,3,1564,17,4,17,1,1,0,0,1,1,Fully-Furnished,0.8,11,379.16
Baner,4,1559,4,10,13,1,1,0,0,1,1,Semi-Furnished,1.3,3.7,310.84
Pimpri,1,518,19,10,20,1,1,1,0,1,1,Fully-Furnished,0.9,2.8,31.36
Kalyani Nagar,4,1393,22,9,10,1,1,1,1,1,1,Semi-Furnished,1.8,7.9,343.98
Chinchwad,3,1454,10,18,19,1,1,0,1,1,1,Semi-Furnished,1.7,7.8,151.75
Kalyani Nagar,3,1618,14,3,5,2,0,0,1,0,1,Semi-Furnished,1.3,1.3,355.51
Kharadi,1,466,19,9,17,1,0,1,1,1,1,Semi-Furnished,2.9,4.7,50.02
Mundhwa,2,820,12,5,20,1,1,0,1,1,1,Fully-Furnished,6.5,2.9,90.8
Hinjewadi,2,779,18,8,9,2,0,1,1,1,1,Unfurnished,2.9,1.4,73.23
Kharadi,3,1272,25,6,10,0,0,0,1,0,1,Fully-Furnished,3.9,9.1,129
Warje,3,1724,10,2,17,0,0,0,1,1,1,Unfurnished,3.8,3.2,185.48
Kothrud,2,909,5,13,19,1,0,0,1,1,1,Unfurnished,3,7.8,134.18
Aundh,2,776,4,19,20,1,1,1,1,1,1,Semi-Furnished,2.3,9.5,154.75
Pisoli,3,1416,10,3,15,0,1,1,0,1,1,Semi-Furnished,3.7,12.7,82.26
Undri,1,579,10,3,15,2,0,1,1,1,1,Unfurnished,4.2,9.7,46.03
Mundhwa,3,1349,11,2,6,1,1,0,1,0,1,Unfurnished,0.8,3.9,157.46
Undri,2,886,12,11,20,0,0,0,1,1,1,Unfurnished,4.9,1.4,67.5
Viman Nagar,2,959,19,6,6,1,1,0,1,1,1,Semi-Furnished,3.2,1.5,154.31
Kalyani Nagar,1,534,22,10,13,0,1,0,1,0,1,Unfurnished,10.3,9.2,66.59
Chinchwad,2,773,10,4,13,0,1,0,1,1,1,Semi-Furnished,8.6,3.1,61.22
Kondhwa,1,622,25,15,16,1,0,1,1,1,1,Semi-Furnished,9.1,1,34.87
Wakad,2,1163,24,1,5,1,0,0,1,1,1,Semi-Furnished,2.4,27.1,89.9
Kondhwa,2,922,1,7,7,1,0,0,1,1,1,Fully-Furnished,15.3,3.6,96.02
Warje,1,648,4,9,13,1,1,0,0,0,1,Semi-Furnished,1.6,1.5,65.12
Kondhwa,2,1038,24,15,17,0,1,0,1,1,1,Fully-Furnished,21.9,2.7,66.82
Pimpri,2,884,10,12,16,1,0,1,1,0,1,Unfurnished,1,2.7,65.09
Mundhwa,3,1331,2,11,16,0,1,0,0,0,1,Unfurnished,0.9,11.2,160.14
Aundh,2,842,7,2,5,0,1,1,1,1,1,Fully-Furnished,2.2,2.7,182.27
Baner,1,567,10,8,13,0,0,1,1,0,1,Unfurnished,14.1,1.3,76.26
Chinchwad,2,959,16,13,19,1,1,1,0,1,1,Semi-Furnished,2.6,2.9,67.56
Aundh,2,1092,20,10,17,1,0,0,1,1,1,Semi-Furnished,8.9,9.2,152.14
Kharadi,3,1434,9,2,9,1,1,0,1,1,1,Semi-Furnished,5.7,2.8,215.1
Viman Nagar,3,1074,4,3,9,1,1,1,1,0,1,Semi-Furnished,2.4,2.7,202.09
Baner,2,993,13,8,11,0,1,0,0,0,1,Semi-Furnished,0.8,4.7,142.08
Kondhwa,3,1362,21,6,17,1,1,0,1,1,1,Unfurnished,2.2,9,86.26
Pimpri,2,927,12,7,7,1,0,0,0,1,1,Fully-Furnished,1.7,2.9,86.17
Warje,3,1181,17,2,10,1,1,0,1,0,1,Semi-Furnished,1.3,14.5,111.98
Baner,2,1065,6,8,9,1,1,1,1,1,1,Fully-Furnished,2.5,4.7,218.89
Koregaon Park,2,1091,5,5,7,2,1,0,1,0,1,Unfurnished,1.2,2.2,295.13
Bavdhan,3,1218,21,3,5,0,1,0,0,1,1,Semi-Furnished,8.5,1.5,137.9
Aundh,3,1568,17,6,9,1,0,0,1,1,1,Semi-Furnished,7.5,1.9,266.44
Undri,1,735,25,5,15,0,0,0,1,1,1,Fully-Furnished,1,18.2,36.78
Undri,2,800,23,2,6,1,1,1,1,0,1,Semi-Furnished,3.2,1.4,50.32
Pashan,1,610,1,4,13,1,1,1,1,1,1,Unfurnished,0.6,3,79.06
Hadapsar,1,459,17,8,19,0,0,1,1,0,1,Unfurnished,7.7,6,33.35
Kalyani Nagar,2,716,5,1,4,0,1,1,1,1,1,Semi-Furnished,2,2,164.03
Pisoli,2,1080,21,6,9,1,0,0,1,1,1,Semi-Furnished,2.6,1.4,51.72
Kalyani Nagar,1,447,8,4,12,2,1,1,1,1,1,Unfurnished,6.3,3.9,99.59
Baner,2,921,5,2,9,0,0,0,1,1,1,Semi-Furnished,4.9,2.5,134.78
Kothrud,3,1258,2,4,12,1,1,1,0,1,1,Unfurnished,1.7,4.1,219.35
Koregaon Park,2,914,15,2,5,1,1,1,0,0,1,Semi-Furnished,1,4.6,191.13
Hinjewadi,1,693,5,6,6,2,1,0,1,0,1,Unfurnished,8.5,3.4,74.37
Wakad,1,696,12,2,6,2,0,1,0,0,1,Unfurnished,5.4,1,81.11
Kondhwa,3,1246,7,4,9,0,1,0,1,1,1,Semi-Furnished,1.3,2.1,108.51
Pashan,3,1421,21,9,12,0,1,0,0,0,1,Semi-Furnished,1.4,1.3,141.2
Warje,2,1103,4,1,13,1,0,0,1,0,1,Unfurnished,6.2,4.3,104.86
Pisoli,1,634,11,12,14,1,1,1,1,0,1,Fully-Furnished,1.2,2.2,38.57
Pisoli,2,872,4,1,18,1,0,0,0,0,1,Fully-Furnished,1.9,13.1,45.45
Wagholi,2,798,11,5,15,1,0,1,1,0,1,Semi-Furnished,8.7,1.2,56.42
Hinjewadi,1,632,15,4,4,0,1,0,1,0,0,Semi-Furnished,3.4,1.2,52.71
Baner,2,1256,18,2,3,0,0,0,1,1,1,Unfurnished,4.1,6.1,134.53
Kharadi,3,1274,21,1,3,1,1,0,0,0,1,Fully-Furnished,2.2,1.7,139.77
Undri,2,995,24,12,17,1,1,1,1,1,1,Semi-Furnished,1.6,8.3,79.14
Kothrud,2,705,13,4,8,0,1,0,1,0,1,Unfurnished,5.5,11.1,75.37
Kalyani Nagar,2,951,24,5,6,0,0,1,1,0,1,Unfurnished,3,8.2,141.14
Pashan,2,944,24,4,5,0,1,0,1,1,1,Semi-Furnished,6.9,1.1,78.91
Pashan,1,583,18,3,3,0,0,0,0,1,1,Unfurnished,2.3,1,57.11
Pashan,3,1304,10,1,5,1,0,1,1,0,1,Unfurnished,2.8,6.7,156.91
Warje,1,608,22,1,9,0,1,0,1,1,1,Semi-Furnished,2.8,3.6,43.82
Bavdhan,2,1020,15,1,3,0,0,0,1,1,0,Semi-Furnished,1.6,1.7,105.03
Pashan,3,1318,13,7,15,1,0,0,1,1,1,Semi-Furnished,3.7,4.2,168.27
Undri,1,643,1,7,11,1,0,1,1,0,1,Unfurnished,0.7,3.7,58.19
Wakad,1,400,18,15,18,0,0,0,1,1,1,Semi-Furnished,4.6,9.8,44.05
Wagholi,1,617,22,10,11,0,0,1,0,1,1,Unfurnished,8.7,10,22.3
Mundhwa,2,927,1,11,12,1,1,1,1,1,1,Fully-Furnished,2.2,4.2,143.36
Aundh,2,966,6,15,17,1,1,0,1,0,1,Semi-Furnished,8.4,5.3,181.21
Warje,4,1959,4,8,9,0,0,0,1,0,1,Unfurnished,1.8,5.9,262.23
Hadapsar,2,1076,6,19,19,1,1,1,1,0,1,Unfurnished,1.8,3.4,130.53
Kharadi,3,1251,21,1,7,0,0,0,1,1,1,Unfurnished,1.4,9.2,105.98
Bavdhan,1,514,5,3,3,1,1,0,1,1,1,Semi-Furnished,2.6,11,59.77
Kothrud,3,1364,24,17,19,1,1,0,0,0,1,Fully-Furnished,1.8,7.9,159.7
Koregaon Park,3,1663,17,19,19,2,1,0,1,1,1,Fully-Furnished,10.1,8.9,430.21
Pimpri,2,976,4,2,8,1,1,0,1,1,1,Semi-Furnished,0.6,21.8,84.9
Pashan,4,1536,11,1,17,1,0,0,1,0,1,Unfurnished,3.8,2.7,169.43
Baner,3,1738,5,7,9,1,0,0,1,1,1,Fully-Furnished,2.3,10,372.29
Kondhwa,3,1327,21,3,11,1,1,1,0,1,1,Unfurnished,2.8,6.4,84.99
Undri,3,1302,1,1,11,1,0,0,1,0,1,Semi-Furnished,3.6,1.8,153.33
Wakad,2,974,1,18,18,1,0,0,1,1,1,Semi-Furnished,4.4,1.1,172.63
Warje,2,990,24,13,17,0,1,1,1,1,1,Unfurnished,6.8,4.7,69.25
Mundhwa,2,996,17,5,10,2,1,0,1,0,1,Semi-Furnished,2.5,1.6,104.75
Hinjewadi,2,906,3,3,15,0,1,0,1,1,1,Unfurnished,7.4,13.1,95.26
Wagholi,1,603,16,5,10,1,1,0,1,1,1,Unfurnished,3.9,8.5,31.89
Pimpri,2,1041,4,15,19,1,0,0,1,0,1,Unfurnished,0.6,4.4,77.59
Wakad,2,948,24,6,10,1,1,1,0,1,1,Unfurnished,1.9,3.8,95.46
Bavdhan,1,533,6,14,18,1,0,1,0,0,1,Semi-Furnished,2.6,2,68.09
Wakad,2,1285,24,1,3,1,1,1,1,0,1,Semi-Furnished,2.9,7.7,134.13
Kalyani Nagar,3,1634,22,5,12,0,1,0,0,1,1,Semi-Furnished,2.2,4.3,266.68
Baner,3,1637,4,10,11,1,1,1,1,1,1,Semi-Furnished,1.6,1.4,388.65
Warje,2,887,17,1,7,0,1,0,1,0,1,Unfurnished,1.8,5.5,74.14
Hadapsar,2,1061,12,5,15,1,1,0,1,0,1,Fully-Furnished,0.5,2.1,109.35
Warje,3,1423,17,10,17,2,0,0,1,0,1,Unfurnished,1.4,1.3,158.36
Pimpri,4,1747,25,1,4,0,0,0,0,1,1,Fully-Furnished,4.3,13.5,101.08
Aundh,3,1146,12,3,4,0,1,0,1,0,1,Semi-Furnished,2.7,12.9,192.56
Wagholi,3,1532,6,11,16,0,1,1,0,1,1,Unfurnished,7.6,1.7,124.81
Mundhwa,1,704,15,1,3,0,1,0,1,0,1,Unfurnished,2.1,4.3,53.25
Kalyani Nagar,2,975,12,11,15,1,1,1,1,0,1,Semi-Furnished,1.7,15.5,191.01
Kalyani Nagar,2,952,13,3,11,0,1,0,1,0,1,Semi-Furnished,3.8,1.9,155.1
Hadapsar,2,1257,0,10,17,1,1,0,1,1,1,Semi-Furnished,6.5,5.9,143.16
Aundh,3,1238,11,7,11,1,1,1,0,0,1,Semi-Furnished,9.2,1.7,244.25
Kalyani Nagar,1,526,20,10,13,1,0,0,1,1,1,Unfurnished,8.6,7.4,80.45
Kharadi,1,522,4,3,12,2,1,0,1,1,1,Semi-Furnished,2.3,5.8,73.96
Warje,1,566,10,4,5,0,0,0,1,0,1,Fully-Furnished,10.3,12,51.61
Kondhwa,3,1557,8,17,20,1,1,0,1,1,1,Unfurnished,2.7,4.1,149.86
Pisoli,2,1114,12,16,18,2,0,1,0,1,1,Fully-Furnished,4.4,3.6,61.21
Pashan,3,1690,0,8,11,0,1,1,1,1,1,Semi-Furnished,4.2,1.3,284.13
Hinjewadi,3,1374,5,2,4,1,0,1,1,0,1,Semi-Furnished,1.4,2.4,204.58
Warje,3,1602,17,4,4,1,1,1,1,0,1,Unfurnished,1.9,7.9,168.37
Wagholi,3,1389,7,11,19,1,0,1,1,0,1,Semi-Furnished,14.9,8.4,83.38
Bavdhan,2,1001,20,5,14,1,0,0,0,1,1,Unfurnished,1.3,3.6,83.44
Viman Nagar,1,669,22,10,17,1,1,1,1,1,1,Semi-Furnished,1.3,13.8,83.37
Baner,2,740,24,13,15,0,1,1,1,0,1,Unfurnished,2.6,5.6,92.19
Viman Nagar,3,1272,17,13,20,1,1,1,1,0,1,Semi-Furnished,2.6,2,259.76
Baner,2,1027,12,1,10,0,1,0,1,1,1,Fully-Furnished,0.9,8.3,157.62
Hadapsar,3,1210,16,3,7,1,0,1,1,0,1,Fully-Furnished,2.7,1.6,124.67
Wakad,2,915,22,8,15,1,0,1,1,0,1,Unfurnished,1.9,8.9,80.82
Pimpri,2,810,21,5,14,0,0,0,1,1,1,Semi-Furnished,1.4,4.6,45.65
Undri,2,1050,6,4,17,0,1,1,1,1,1,Unfurnished,3,7.3,88.96
Mundhwa,1,560,17,17,17,1,0,0,1,1,1,Semi-Furnished,7.3,18.9,38.07
Mundhwa,1,590,10,5,18,1,0,1,1,0,1,Unfurnished,0.5,3.9,57.6
Baner,3,1412,19,13,20,1,0,0,1,1,1,Unfurnished,1.7,4.2,182.82
Pashan,1,697,7,10,10,1,0,0,1,1,1,Unfurnished,3.8,3.8,78.17
Pisoli,1,609,5,17,19,2,1,0,1,0,1,Unfurnished,1.5,1.2,34.27
Wakad,1,686,7,1,8,0,1,0,1,0,1,Fully-Furnished,1,9.4,84.09
Kondhwa,3,1490,19,16,20,1,0,0,1,0,1,Unfurnished,1.7,5,113.44
Baner,2,935,23,9,10,0,0,0,1,1,1,Semi-Furnished,1.4,2.1,128.11
Undri,2,933,25,5,20,0,0,1,1,1,1,Semi-Furnished,2.5,3.2,56.81
Kalyani Nagar,1,614,23,2,3,1,1,0,1,1,1,Fully-Furnished,3.6,1.1,103.81
Pisoli,2,1153,2,1,13,2,0,0,1,0,1,Unfurnished,1.6,1.5,67.59
Baner,1,658,20,15,15,1,1,1,1,1,1,Fully-Furnished,3,1.3,105.62
Koregaon Park,3,1468,17,2,13,1,1,1,1,1,1,Unfurnished,1.2,4.5,313.23
Mundhwa,1,423,24,7,20,1,1,0,0,1,1,Semi-Furnished,9.4,10.2,27.62
Mundhwa,2,942,12,1,17,1,1,0,1,1,1,Unfurnished,0.8,4.4,87.45
Kondhwa,4,1789,21,3,18,1,0,0,0,0,1,Unfurnished,1.9,6.1,117.7
Pashan,3,1361,0,3,10,0,0,0,1,1,1,Semi-Furnished,1.5,11.9,164.09
Kondhwa,2,922,5,1,15,1,0,1,1,1,1,Semi-Furnished,5.2,1.2,89.48
Hinjewadi,3,1406,25,12,17,1,0,1,1,0,1,Semi-Furnished,1.6,3.3,136.67
Hinjewadi,2,1016,12,2,8,0,1,1,1,0,1,Semi-Furnished,2.3,15.9,93.4
Pisoli,2,1031,4,9,16,0,0,1,1,1,1,Semi-Furnished,2.5,7.1,54.81
Pimpri,3,1540,11,3,11,0,1,1,1,1,1,Unfurnished,1.1,5.3,109.35
Bavdhan,3,1490,4,3,3,0,1,0,1,1,0,Semi-Furnished,9.1,4.7,193.74
Warje,1,477,22,7,13,0,0,0,1,0,1,Fully-Furnished,0.7,2.6,37.22
Kharadi,2,1069,17,12,13,1,0,0,1,1,1,Fully-Furnished,9.1,3.5,144.91
Kondhwa,1,589,22,8,11,0,0,0,1,1,1,Fully-Furnished,2.7,2.6,45.81
Kothrud,1,437,2,3,4,2,1,1,0,0,1,Unfurnished,4.2,15.1,46.53
Kharadi,3,1343,25,6,6,0,0,0,1,1,1,Unfurnished,2.6,4.9,130.17
Kalyani Nagar,3,1502,4,1,9,0,0,0,1,0,1,Fully-Furnished,13.1,15.6,266
Pimpri,3,1459,20,5,5,1,0,1,1,0,1,Semi-Furnished,4.2,4,102.87
Bavdhan,2,1177,18,7,9,1,1,0,1,0,1,Fully-Furnished,2.5,3.3,139.73
Baner,4,2476,25,5,19,2,0,0,1,0,1,Semi-Furnished,1.1,12.6,302.45
Baner,1,710,10,2,4,1,1,1,1,0,1,Unfurnished,0.8,5.6,111.93
Kothrud,2,635,16,6,10,1,0,0,1,0,1,Semi-Furnished,3.2,1.5,81.34
Kalyani Nagar,3,1150,14,9,9,0,1,0,1,1,1,Unfurnished,13.6,5.1,211.87
Kharadi,2,833,7,15,15,2,1,1,1,1,1,Semi-Furnished,0.8,19.6,130.35
Hadapsar,1,540,14,1,11,1,1,0,0,1,1,Unfurnished,3.6,1.1,35.17
Pisoli,1,616,0,3,4,2,0,0,1,0,0,Fully-Furnished,1.5,1.3,47.18
Wakad,3,1179,3,1,5,1,1,0,1,1,1,Unfurnished,0.7,6.9,186.09
Chinchwad,3,1019,14,1,15,1,0,1,1,1,1,Fully-Furnished,1.9,2.2,104.57
Hadapsar,3,1472,8,2,5,2,1,1,0,1,1,Semi-Furnished,2.2,4,162.42
Pisoli,2,1108,1,1,3,1,1,1,0,0,1,Fully-Furnished,2.5,4.9,71.11
Kharadi,3,1216,11,8,11,1,1,0,1,1,1,Semi-Furnished,0.8,7.3,164.15
Pashan,3,1522,4,2,17,2,1,0,1,0,1,Unfurnished,2,3.7,192.27
Baner,1,400,12,11,12,1,1,1,0,1,1,Semi-Furnished,0.8,2.9,58.48
Koregaon Park,2,1187,4,2,4,1,1,1,1,0,1,Semi-Furnished,1.5,4.1,375.31
Wakad,4,1658,20,10,13,1,0,0,1,1,1,Fully-Furnished,0.6,12.4,213.5
Pisoli,2,901,1,7,14,0,0,1,1,1,1,Semi-Furnished,1.5,1.7,57.21
Warje,2,905,17,1,4,1,1,0,0,1,0,Semi-Furnished,0.9,6.2,81
Pimpri,3,1654,4,4,9,1,0,0,1,0,1,Unfurnished,2.9,2.5,128.31
Koregaon Park,2,877,14,13,15,1,0,0,1,1,1,Fully-Furnished,2.8,3.9,226.74
Baner,2,1101,12,5,13,0,0,0,1,0,1,Semi-Furnished,6.7,35.1,94.22
Kharadi,3,1104,18,2,7,1,0,1,0,1,1,Unfurnished,1.3,2.5,144.57
Kalyani Nagar,2,660,13,3,4,0,1,1,1,0,0,Unfurnished,7.9,3.3,116.45
Wakad,1,460,12,8,17,1,1,0,1,0,1,Fully-Furnished,5.9,6.3,49.18
Pashan,2,764,18,18,20,1,1,1,0,1,1,Semi-Furnished,5.6,1.2,90.36
Bavdhan,2,1006,12,2,4,2,0,1,1,1,1,Unfurnished,2,4.4,134.62
Kothrud,2,977,5,3,5,1,1,0,1,0,1,Semi-Furnished,1.8,1.7,163.44
Baner,3,1365,5,9,10,0,0,1,0,1,1,Semi-Furnished,2.1,6.7,188.24
Kharadi,1,651,16,5,6,1,1,0,1,0,1,Unfurnished,3.2,9.2,63.64
Wakad,2,965,6,12,20,1,1,1,1,1,1,Semi-Furnished,1.7,5.2,140.12
Undri,1,665,22,4,6,1,0,0,1,0,1,Unfurnished,2.8,9.9,37.17
Wagholi,3,1529,22,2,9,1,0,1,1,1,1,Fully-Furnished,2.1,3,94.25
Kondhwa,2,1101,9,1,4,2,0,1,1,0,0,Unfurnished,5.9,28,71.25
Chinchwad,2,1177,20,3,10,1,0,0,1,0,1,Unfurnished,1.5,2.4,83.17
Viman Nagar,3,1421,23,4,19,0,1,1,1,1,1,Semi-Furnished,3,7.5,149.93
Hinjewadi,3,1645,23,1,3,0,0,0,1,1,0,Unfurnished,3.1,5,107.87
Pashan,2,802,4,2,6,1,0,1,1,1,1,Semi-Furnished,0.8,1.6,117
Kalyani Nagar,2,1000,12,1,9,1,1,0,1,0,1,Fully-Furnished,6,7,166.24
Pashan,2,910,12,5,6,1,0,0,0,0,1,Semi-Furnished,2.1,3.5,112.58
Bavdhan,3,1427,21,4,5,0,1,0,1,1,1,Fully-Furnished,1,1.2,171.59
Viman Nagar,1,528,25,2,3,0,1,0,1,1,1,Unfurnished,5.8,7.1,54.95
Baner,3,1375,6,4,6,1,1,0,1,0,1,Fully-Furnished,3.8,4.1,277.24
Warje,2,878,24,4,4,0,0,0,1,1,1,Unfurnished,1.1,4.5,84.01
Pimpri,2,1205,1,14,17,1,0,0,1,1,1,Semi-Furnished,4.5,6.5,104.92
Kothrud,1,634,20,3,15,1,0,0,0,1,1,Unfurnished,2.6,12.2,52.03
Chinchwad,4,1971,8,7,9,1,1,1,1,1,1,Unfurnished,1,7.9,180.25
Hinjewadi,1,765,16,2,19,1,1,1,1,1,1,Semi-Furnished,8,7.1,69.11
Bavdhan,1,500,7,12,12,0,1,1,1,0,1,Unfurnished,0.5,1.6,68.32
Hinjewadi,3,1798,9,6,17,1,1,0,1,0,1,Fully-Furnished,2.1,7.6,234.48
Kalyani Nagar,3,1241,7,1,5,1,0,1,1,0,1,Fully-Furnished,1.1,10.2,291.22
Pimpri,2,1081,14,15,15,1,1,0,1,0,1,Semi-Furnished,0.9,24.1,70.79
Hadapsar,3,1200,11,7,10,1,1,1,1,1,1,Semi-Furnished,3.1,12.7,133.41
Kondhwa,2,1173,25,4,5,0,0,0,1,0,1,Semi-Furnished,1.1,5.9,66.29
Koregaon Park,2,833,19,9,12,0,0,1,1,0,1,Fully-Furnished,1.6,2,177.98
Pisoli,2,968,9,6,17,0,1,0,1,0,1,Unfurnished,1.3,4,54.58
Pisoli,4,2085,8,7,8,0,1,0,1,0,1,Semi-Furnished,11.1,3.9,121.63
Viman Nagar,1,620,5,4,16,1,0,0,1,0,1,Semi-Furnished,1,6.9,103.28
Aundh,3,1836,14,2,10,2,1,0,1,1,1,Unfurnished,7.1,3.9,324.65
Kondhwa,3,1450,5,1,7,0,1,0,1,1,1,Unfurnished,2.5,5.6,132.11
Viman Nagar,2,952,21,3,11,1,1,1,1,1,1,Semi-Furnished,1.7,5.9,130.46
Undri,1,403,15,3,9,1,1,1,1,0,1,Unfurnished,2.2,2.5,30.27
Hinjewadi,1,650,14,15,17,0,1,1,1,0,1,Unfurnished,2.7,2.1,57.21
Pimpri,3,1573,20,3,4,1,1,1,0,1,1,Semi-Furnished,0.7,1.8,101.59
Kalyani Nagar,1,682,4,6,18,1,0,0,1,1,1,Unfurnished,4.3,6.5,141.02
Bavdhan,1,820,9,10,10,1,0,1,1,1,1,Semi-Furnished,0.6,5.9,98.07
Undri,4,1800,1,2,9,0,1,0,0,1,1,Unfurnished,1.8,2.6,233.82
Koregaon Park,2,1207,5,8,18,1,1,1,1,1,1,Semi-Furnished,6.6,3.1,358.53
Viman Nagar,3,1468,4,3,8,1,1,0,1,0,1,Semi-Furnished,6.9,4.8,302.04
Mundhwa,1,864,9,14,14,1,1,1,1,1,1,Unfurnished,4.7,17.7,80.6
Bavdhan,2,1007,16,1,14,1,0,0,1,0,1,Unfurnished,3.4,4.3,98.25
Mundhwa,2,1027,3,6,19,1,0,0,0,0,1,Unfurnished,4.6,2.9,104.96
Kothrud,2,1130,17,9,10,1,1,0,0,1,1,Semi-Furnished,0.7,11.6,128.95
Bavdhan,3,1515,24,9,11,1,1,0,1,1,1,Unfurnished,8.7,6.7,123.68
Viman Nagar,4,2227,6,2,7,2,1,0,1,1,1,Unfurnished,1.8,2.6,433.46
Hinjewadi,2,800,21,6,7,1,1,1,0,1,1,Unfurnished,0.7,1.2,85.44
Kalyani Nagar,2,1232,19,4,13,1,0,0,1,1,1,Semi-Furnished,2.8,10.2,209.75
